Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.9313013888630646,4,132
2005.0,0.886566052745319,3,134
2010.0,1.2513998538864468,5,131
2015.0,0.03872025745498802,4,134
2020.0,0.9035085496539249,5,132
2025.0,0.0,4,134
2030.0,0.880025083034224,5,131
2035.0,0.8866670989023173,6,134
2040.0,0.01928692937668661,5,131
2045.0,0.0,4,134
2050.0,1.2729323122964538,4,132
2055.0,0.9000990700162946,5,134
2060.0,0.8832833396214551,5,132
2065.0,0.8832833396214551,4,134
2070.0,0.8800827566662976,5,131
2075.0,0.8967149148951284,4,134
2080.0,0.8702048778891969,5,132
2085.0,0.8967149148951284,5,134
2090.0,0.9102480433030399,4,132
2095.0,0.017047398188151416,4,133
2100.0,1.2920740996127413,5,131
2105.0,0.8967149148951284,4,133
2110.0,1.2297176775339524,4,131
2115.0,0.0,4,134
2120.0,0.9103038021171665,5,132
2125.0,0.8866250542608247,4,134
2130.0,1.2736841499506926,5,131
2135.0,1.2777540446406257,4,135
2140.0,0.9000990700162946,5,132
2145.0,0.9137346132525949,4,134
2150.0,0.8866250542608247,4,132
2155.0,0.021667292247675347,4,134
2160.0,1.2736841499506926,3,131
2165.0,0.01928692937668661,4,134
2170.0,0.9172478601568278,4,132
2175.0,0.019141787316287386,3,134
2180.0,0.9000990700162946,4,131
2185.0,0.0,4,134
2190.0,0.9310783606921621,4,131
2195.0,0.886566052745319,4,134
2200.0,0.886566052745319,4,131
2205.0,0.0,5,134
2210.0,0.886566052745319,4,132
2215.0,1.2777540446406257,5,134
2220.0,0.9000990700162946,4,132
2225.0,0.8866670989023173,4,134
2230.0,1.2583207165623242,3,130
2235.0,0.01928692937668661,4,134
2240.0,0.8832833396214551,4,133
2245.0,1.297040974017312,3,135
2250.0,0.8799904748850169,5,132
2255.0,0.8832833396214551,3,135
2260.0,0.8967153591848909,4,132
2265.0,0.9035085496539249,4,135
2270.0,0.8832833396214551,4,133
2275.0,0.8899751305080164,4,134
2280.0,0.8767565325559951,4,132
2285.0,0.01928692937668661,4,135
2290.0,1.8172967118788226,5,131
2295.0,0.8799904748850169,4,134
2300.0,0.038428716692974,4,131
2305.0,0.8967153591848909,4,134
2310.0,0.8967153591848909,4,132
2315.0,1.2537905249801664,3,134
2320.0,0.038428716692974,5,132
2325.0,1.2730762269833096,4,134
2330.0,0.016919176162919533,4,132
2335.0,0.0,4,134
2340.0,0.9417506233711791,4,131
2345.0,0.9102480433030399,3,134
2350.0,0.0,4,132
2355.0,1.268146708387269,3,135
2360.0,0.8668069054441927,3,132
2365.0,0.0,3,134
2370.0,0.9000990700162946,4,131
2375.0,0.9137346132525949,4,134
2380.0,0.019141787316287386,4,132
2385.0,0.8899751305080164,3,134
2390.0,0.8967153591848909,5,131
2395.0,0.9242880851332416,4,133
2400.0,0.01928692937668661,4,132
2405.0,0.0,4,134
2410.0,0.8668069054441927,4,131
2415.0,0.8767565325559951,4,134
2420.0,1.2300335379897829,4,130
2425.0,1.2513998538864468,4,133
2430.0,0.8933565285801887,3,130
2435.0,0.0,4,134
2440.0,0.8832833396214551,4,131
2445.0,1.2896836741795814,3,133
2450.0,0.9000990700162946,4,131
2455.0,0.8866670989023173,4,133
2460.0,0.03814031753399891,4,131
2465.0,0.05742724691068552,4,134
2470.0,0.0,4,131
2475.0,0.016919176162919533,4,134
2480.0,0.8833835237427462,5,132
2485.0,0.9103512750642676,4,135
2490.0,0.8933565285801887,4,132
2495.0,0.8866670989023173,4,135
2500.0,0.021831321704744236,4,132
2505.0,0.8933567507250699,3,133
2510.0,0.9103512750642676,4,132
2515.0,2.018039019035964,4,134
2520.0,1.956793422039728,4,132
2525.0,0.0,4,134
2530.0,0.016919176162919533,4,131
2535.0,0.8699661869021594,4,134
2540.0,0.0,4,130
2545.0,1.2659520934679844,4,133
2550.0,0.02150478928959741,4,131
2555.0,0.019141787316287386,4,134
2560.0,1.8001981400325893,4,131
2565.0,1.2300335379897829,3,133
2570.0,0.019141787316287386,4,131
2575.0,0.9035085496539249,3,134
2580.0,0.01928692937668661,5,131
2585.0,1.2754548303940532,4,134
2590.0,0.016919176162919533,4,131
2595.0,2.005116102220722,4,134
2600.0,0.920721097576527,3,131
2605.0,0.9242880851332416,4,134
2610.0,0.8967149148951284,5,132
2615.0,0.018998530217711525,4,134
2620.0,0.8967153591848909,5,131
2625.0,0.8967153591848909,5,134
2630.0,0.0,4,131
2635.0,0.9241133189310413,4,134
2640.0,1.9675113197183474,4,131
2645.0,1.3110726298304531,3,134
2650.0,0.8967153591848909,3,131
2655.0,0.8967153591848909,4,134
2660.0,0.0,4,131
2665.0,0.9278824607871791,4,133
2670.0,0.9035085496539249,4,131
2675.0,0.8866670989023173,4,133
2680.0,1.2802960579250833,4,131
2685.0,0.038428716692974,4,134
2690.0,1.2560585627901253,4,131
2695.0,0.927460544851406,4,133
2700.0,0.019141787316287386,4,131
2705.0,1.2536453829197676,4,133
2710.0,0.0,4,131
2715.0,0.03872025745498802,4,134
2720.0,0.9000990700162946,4,132
2725.0,0.9172478601568278,3,134
2730.0,0.9172478601568278,4,132
2735.0,0.8967153591848909,4,134
2740.0,0.9276810912477719,4,131
2745.0,0.8933565285801887,3,133
2750.0,0.8933565285801887,4,131
2755.0,0.8832833396214551,3,134
