Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.9116980828582014,4,131
2005.0,0.8878903553347542,3,134
2010.0,1.2484684378751734,4,130
2015.0,0.016879542832495605,4,134
2020.0,1.2699504562973947,4,131
2025.0,0.028754179507276562,4,134
2030.0,1.789229146675207,3,131
2035.0,0.03388700732879761,4,133
2040.0,0.884590072824426,5,132
2045.0,1.2676735522742484,4,134
2050.0,0.0,4,131
2055.0,0.8679282828688233,3,134
2060.0,1.2651763761350392,4,132
2065.0,0.8979905794188381,3,134
2070.0,0.017007464496418837,4,131
2075.0,1.2508535087992112,3,134
2080.0,0.016879542832495605,4,131
2085.0,0.8878447454475749,3,134
2090.0,0.0,3,131
2095.0,0.017007464496418837,4,134
2100.0,1.2676735522742484,3,131
2105.0,0.0,3,133
2110.0,1.2699504562973947,3,132
2115.0,0.8813141894707689,3,134
2120.0,0.8878447454475749,4,132
2125.0,0.9081748494438293,5,134
2130.0,0.0,4,132
2135.0,0.8845449804854522,3,134
2140.0,0.8946147949621083,4,131
2145.0,0.9013920723181219,3,133
2150.0,1.2842733236332227,4,131
2155.0,0.8878447454475749,3,135
2160.0,0.8979905794188381,4,131
2165.0,0.017007464496418837,3,134
2170.0,0.0,4,132
2175.0,0.0,4,134
2180.0,1.2747608936878778,3,131
2185.0,0.9255325605183475,4,135
2190.0,0.0,4,131
2195.0,0.0,3,134
2200.0,0.8979905794188381,4,132
2205.0,0.9152040051669676,4,133
2210.0,0.017007464496418837,4,131
2215.0,0.03388700732879761,4,134
2220.0,0.014431312171448652,4,130
2225.0,0.9116536640686049,4,134
2230.0,0.9257088873336712,5,132
2235.0,1.2747608936878778,4,134
2240.0,1.2891922058593264,3,132
2245.0,0.8979905794188381,3,134
2250.0,0.9013920723181219,4,132
2255.0,0.8911693426220181,4,134
2260.0,1.9973288901713049,4,131
2265.0,0.8714999174845522,4,134
2270.0,0.9116980828582014,4,131
2275.0,0.874518910931307,3,134
2280.0,0.8878447454475749,4,132
2285.0,0.8878903553347542,3,133
2290.0,1.2704116250965256,4,130
2295.0,0.884590072824426,3,134
2300.0,0.028324788106119308,3,131
2305.0,0.03414409175433551,3,134
2310.0,0.0,4,132
2315.0,2.0079679787349454,4,134
2320.0,0.9081748494438293,4,131
2325.0,0.9152040051669676,3,134
2330.0,0.8747027220736451,4,132
2335.0,0.8946147949621083,3,134
2340.0,0.0,4,131
2345.0,0.9221229315387497,3,134
2350.0,0.03363262672210113,3,130
2355.0,0.03414409175433551,3,134
2360.0,0.02853823010917631,4,131
2365.0,0.018954025980718135,4,134
2370.0,0.8812142400317309,4,131
2375.0,1.2699504562973947,4,134
2380.0,0.02897232287603967,4,131
2385.0,0.016879542832495605,3,134
2390.0,0.03414409175433551,4,131
2395.0,0.9013920723181219,3,133
2400.0,0.014431312171448652,3,132
2405.0,0.014431312171448652,4,134
2410.0,0.014322867335827914,4,132
2415.0,0.9255325605183475,3,133
2420.0,1.2699504562973947,3,131
2425.0,1.830239733379083,3,133
2430.0,0.0,3,131
2435.0,0.8979905794188381,3,133
2440.0,0.019096947498183615,5,131
2445.0,1.2361589480897384,5,134
2450.0,0.9116980828582014,4,131
2455.0,0.8747027220736451,4,134
2460.0,0.9363237621329391,4,132
2465.0,0.0,4,135
2470.0,0.8979905794188381,4,132
2475.0,0.8878903553347542,3,134
2480.0,0.01938780532320108,4,131
2485.0,0.0,3,134
2490.0,0.874518910931307,3,131
2495.0,0.0,3,133
2500.0,1.2891922058593264,4,131
2505.0,0.8779290888621286,3,134
2510.0,0.9013920723181219,3,132
2515.0,0.9048192736599596,3,134
2520.0,1.2602198829832867,4,131
2525.0,0.0,3,134
2530.0,0.8844892633690075,4,132
2535.0,0.03388700732879761,3,133
2540.0,0.8878903553347542,3,132
2545.0,0.9013920723181219,4,134
2550.0,0.9152040051669676,3,131
2555.0,0.8681184005073348,3,134
2560.0,0.0,3,132
2565.0,0.9116536640686049,3,134
2570.0,0.01938780532320108,4,132
2575.0,0.9048192736599596,3,134
2580.0,1.2747608936878778,4,131
2585.0,0.8711037265347134,3,133
2590.0,0.01938780532320108,4,130
2595.0,0.0,4,134
2600.0,0.9048192736599596,4,131
2605.0,0.0,4,134
2610.0,0.9048192736599596,3,131
2615.0,1.2782347518780934,3,135
2620.0,0.9013920723181219,4,131
2625.0,0.0,3,134
2630.0,0.8779290888621286,3,130
2635.0,0.01938780532320108,3,134
2640.0,0.03892386037833456,4,131
2645.0,0.8911693426220181,4,134
2650.0,1.2747608936878778,4,131
2655.0,0.0,3,134
2660.0,0.01938780532320108,4,131
2665.0,0.01938780532320108,3,134
2670.0,0.9257088873336712,4,131
2675.0,0.038629554885132616,3,133
2680.0,0.9152040051669676,3,132
2685.0,0.9013920723181219,3,133
2690.0,0.9013920723181219,3,131
2695.0,0.038629554885132616,3,134
2700.0,0.01938780532320108,3,132
2705.0,0.019241749561931535,3,134
2710.0,0.8979905794188381,3,133
2715.0,1.7858285118662196,3,133
2720.0,0.8547707391236382,3,131
2725.0,0.019241749561931535,3,133
2730.0,0.01938780532320108,4,131
2735.0,0.8979905794188381,4,133
2740.0,1.7959818444192064,3,131
2745.0,0.8979905794188381,3,134
2750.0,0.9013920723181219,3,130
2755.0,1.2891922058593264,4,133
2760.0,0.029192973639846027,3,131
2765.0,0.8877886792434101,3,134
2770.0,1.2577988202524033,3,131
2775.0,0.9013920723181219,3,134
2780.0,0.0344041902730527,3,131
2785.0,0.03414409175433551,3,134
2790.0,1.2891922058593264,3,131
2795.0,0.891215473514026,3,134
2800.0,0.9013920723181219,3,132
2805.0,0.01938780532320108,3,133
