Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.058059834287281335,4,130
2005.0,0.0,4,132
2010.0,0.8862757039589524,4,131
2015.0,0.9134350670015862,4,134
2020.0,1.8097426179800262,4,131
2025.0,0.05762152525868206,4,134
2030.0,1.8166625627831734,4,131
2035.0,0.909995798506603,4,134
2040.0,0.8963575605265797,4,131
2045.0,1.2676410188323513,4,134
2050.0,0.0340819998480597,4,131
2055.0,0.02891963596406805,3,133
2060.0,0.8963392412530466,5,131
2065.0,0.02870188929461402,4,133
2070.0,1.2776081927496392,4,131
2075.0,1.2532359503720911,4,134
2080.0,0.8963575605265797,3,132
2085.0,0.9031738366121427,4,133
2090.0,2.0043164374833142,5,131
2095.0,0.02913988546880316,4,133
2100.0,0.9240254619877997,4,131
2105.0,0.8862757039589524,4,135
2110.0,0.8997528677238152,4,130
2115.0,1.272442708319105,4,133
2120.0,1.306200324881502,3,131
2125.0,0.9202719876070462,4,133
2130.0,2.011908575180827,5,130
2135.0,1.2725242441508937,4,133
2140.0,0.9100401365194917,4,131
2145.0,0.8895947753255624,3,133
2150.0,1.2710785159344973,3,131
2155.0,0.8963575605265797,3,134
2160.0,0.909995798506603,4,131
2165.0,0.019206757947013844,3,134
2170.0,0.0,4,131
2175.0,1.2727663746357927,4,134
2180.0,0.0,4,131
2185.0,0.014405068460260382,4,134
2190.0,0.016976535986177623,3,131
2195.0,0.02870188929461402,3,134
2200.0,0.8997528677238152,4,130
2205.0,0.8997528677238152,3,133
2210.0,0.8729285758699833,4,131
2215.0,0.0,3,134
2220.0,0.9238494558273106,3,131
2225.0,0.0,3,134
2230.0,0.019206757947013844,3,130
2235.0,0.8928920667473245,3,133
2240.0,1.2725876572972463,3,130
2245.0,0.8862757039589524,3,133
2250.0,0.9100401365194917,3,130
2255.0,0.03826897715654527,2,132
2260.0,0.8763325523048041,3,132
2265.0,0.0,3,134
2270.0,0.8862301770145222,3,131
2275.0,1.2626553709524384,3,133
2280.0,0.9065671494628875,4,130
2285.0,0.038559306049150636,2,133
2290.0,1.2749741550257894,3,131
2295.0,1.2868477767793651,3,134
2300.0,0.8997528677238152,3,131
2305.0,0.9031738366121427,3,133
2310.0,0.9240254619877997,4,131
2315.0,0.9065671494628875,4,134
2320.0,0.038559306049150636,5,131
2325.0,0.9031738366121427,4,134
2330.0,0.014514567503807665,4,131
2335.0,1.2917952564212418,4,134
2340.0,0.9031738366121427,4,130
2345.0,0.0,3,133
2350.0,1.2868477767793651,3,130
2355.0,0.8895487283237644,3,133
2360.0,0.9135742550284467,3,132
2365.0,0.8929696915864037,3,133
2370.0,0.9170211080157984,5,131
2375.0,0.9135396832186511,4,134
2380.0,0.8963392412530466,3,131
2385.0,0.0,3,133
2390.0,0.9135396832186511,3,129
2395.0,1.272442708319105,3,133
2400.0,0.019352548102136796,3,131
2405.0,0.8963575605265797,4,134
2410.0,2.019616244150203,4,130
2415.0,0.0,4,133
2420.0,0.8997528677238152,4,131
2425.0,0.909995798506603,3,133
2430.0,0.8963575605265797,4,131
2435.0,1.277280688917434,4,134
2440.0,1.277280688917434,4,131
2445.0,0.8862757039589524,4,133
2450.0,0.8862301770145222,4,131
2455.0,0.8895487283237644,3,133
2460.0,0.0,4,131
2465.0,0.909995798506603,4,133
2470.0,0.0340819998480597,3,131
2475.0,2.011908575180827,3,133
2480.0,0.9100401365194917,3,131
