Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.9016790041448549,4,132
2005.0,1.2751666765687202,4,134
2010.0,1.3138355912028656,5,131
2015.0,0.02195240467625126,5,134
2020.0,0.01939397686449656,5,132
2025.0,1.280015014022769,4,135
2030.0,0.8715732077318356,4,131
2035.0,0.9016790041448549,4,135
2040.0,0.9051072964360938,4,131
2045.0,1.270500517355866,4,134
2050.0,0.01939397686449656,4,131
2055.0,1.2581992037528145,4,134
2060.0,0.9051072964360938,5,131
2065.0,0.0,5,133
2070.0,0.9016790041448549,4,131
2075.0,0.8847708146804268,3,133
2080.0,0.9085619704385753,4,131
2085.0,0.01939397686449656,4,133
2090.0,0.0,4,130
2095.0,0.9189807983310047,4,133
2100.0,2.0422897881485933,4,131
2105.0,0.03893625065189569,5,133
2110.0,0.01939397686449656,4,130
2115.0,1.7863969781894522,4,134
2120.0,0.0,4,131
2125.0,1.270354707916059,4,134
2130.0,0.01939397686449656,4,131
2135.0,1.2751666765687202,3,134
2140.0,0.8881729892844179,4,132
2145.0,0.9189232426969303,5,134
2150.0,1.2267165355881176,4,132
2155.0,1.8033580082897098,4,134
2160.0,0.0,4,132
2165.0,0.01714208220257078,3,135
2170.0,0.03835090106403293,4,132
2175.0,0.0,4,134
2180.0,1.2413731625476294,4,132
2185.0,0.8881729892844179,4,134
2190.0,0.8982764284797012,3,130
2195.0,0.8982764284797012,4,133
2200.0,0.8848716562255897,4,131
2205.0,0.8948991260505282,4,134
2210.0,1.2535151266449314,3,131
2215.0,0.0,3,134
2220.0,1.270500517355866,4,132
2225.0,0.019247874610643298,3,133
2230.0,0.8982764284797012,4,131
2235.0,0.01910302645338963,4,133
2240.0,0.8948991260505282,4,130
2245.0,1.2535151266449314,5,133
2250.0,0.019247874610643298,5,131
2255.0,0.03389779426737181,5,133
2260.0,0.0,5,131
2265.0,0.8847708146804268,4,133
2270.0,1.270354707916059,4,131
2275.0,0.0,4,134
2280.0,1.9707948330643295,4,132
2285.0,2.01621554715221,4,133
2290.0,0.8982764284797012,4,131
2295.0,0.017012878325767814,3,134
2300.0,0.01910302645338963,5,131
2305.0,0.03806308589442498,4,134
2310.0,0.9016790041448549,5,131
2315.0,0.9153904934458025,5,134
2320.0,0.0,4,132
2325.0,0.01910302645338963,4,134
2330.0,1.9859676640863435,5,132
2335.0,0.8847708146804268,4,134
2340.0,0.0,5,131
2345.0,0.8982764284797012,4,133
2350.0,0.017012878325767814,4,132
2355.0,0.03835090106403293,3,134
2360.0,0.019247874610643298,4,132
2365.0,0.028763332560099643,4,134
2370.0,0.8782085519336879,5,132
2375.0,0.8982764284797012,4,134
2380.0,1.7863969781894522,4,131
2385.0,0.8982764284797012,4,134
2390.0,1.2756330430792977,5,131
2395.0,0.8982764284797012,4,133
2400.0,1.2751666765687202,5,131
2405.0,1.7831002650813965,4,134
2410.0,0.0,5,131
2415.0,0.019247874610643298,5,133
2420.0,0.8847708146804268,5,132
2425.0,0.8782085519336879,4,133
2430.0,0.019247874610643298,5,131
2435.0,0.01939397686449656,3,133
2440.0,0.8881729892844179,4,131
2445.0,1.2680770791070501,3,134
2450.0,0.9085643635678412,5,132
2455.0,1.275311935844851,4,134
2460.0,0.9085078734853805,5,132
2465.0,0.91188436063595,4,134
2470.0,0.9051072964360938,4,131
2475.0,0.021787114711243977,3,133
2480.0,0.8982764284797012,3,131
2485.0,1.3305615168827762,4,134
2490.0,0.01910302645338963,5,132
2495.0,0.9224164624287412,5,134
2500.0,0.9119882953022389,5,132
2505.0,0.0,5,135
2510.0,0.038641851475139856,4,131
2515.0,0.915495333618926,4,134
2520.0,1.270354707916059,4,132
2525.0,0.8848716562255897,3,133
2530.0,0.017012878325767814,5,131
2535.0,1.270354707916059,5,133
2540.0,0.8982764284797012,4,130
2545.0,0.8914991659178991,4,134
2550.0,0.8982764284797012,5,131
2555.0,0.0,5,134
2560.0,1.2535151266449314,5,132
2565.0,0.0,4,134
2570.0,1.270354707916059,4,131
2575.0,0.8914991659178991,4,135
2580.0,0.9016790041448549,4,131
2585.0,0.019247874610643298,4,133
2590.0,0.8948995694406331,4,131
2595.0,0.8881273648786637,5,134
2600.0,1.2728721180800824,4,131
2605.0,0.019247874610643298,4,133
2610.0,1.2559188019580767,4,131
2615.0,0.9291929881253512,5,133
2620.0,0.8982764284797012,4,131
2625.0,2.0193282781054562,4,134
2630.0,0.019247874610643298,5,132
2635.0,1.8310262185040571,5,134
2640.0,1.7696677381195858,5,131
