Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.9609264128744245,19,144
2005.0,1.2691736381440826,18,147
2010.0,0.7918364261062868,18,145
2015.0,1.8640386797834518,18,147
2020.0,1.269172945487158,19,145
2025.0,1.3566700847209254,18,148
2030.0,0.9036086278036237,18,145
2035.0,0.07877450820369858,19,148
2040.0,0.794215715337563,19,145
2045.0,0.07823700628362551,18,149
2050.0,1.8072162760421635,18,145
2055.0,0.8439345621134833,18,147
2060.0,0.9646279741026762,17,144
2065.0,0.0,18,147
2070.0,0.9036086278036237,19,145
2075.0,0.8469998948615115,19,148
2080.0,1.4261837673171796,18,145
2085.0,0.07877450820369858,17,148
2090.0,0.9036086278036237,19,145
2095.0,0.07877450820369858,18,148
2100.0,1.0145572319590026,19,144
2105.0,0.8003229648692639,19,147
2110.0,0.8495370025700933,18,145
2115.0,1.0145572319590026,18,147
2120.0,0.1570115144873241,19,144
2125.0,0.8974403064697982,18,147
2130.0,1.277895576517227,18,144
2135.0,1.2007826949687217,18,147
2140.0,0.8019160460516305,18,145
2145.0,0.8027572988358675,18,147
2150.0,0.8469998948615115,18,144
2155.0,0.0,18,147
2160.0,1.2735179835599308,19,145
2165.0,0.07823700628362551,18,148
2170.0,0.9036086278036237,18,144
2175.0,0.8464475391022376,18,147
2180.0,1.277895576517227,18,146
2185.0,0.8469998948615115,18,147
2190.0,0.9543669998216,18,145
2195.0,0.8497342995360703,18,147
2200.0,0.957836208968689,18,144
2205.0,1.3522924917636292,18,147
2210.0,0.8027572988358675,20,145
2215.0,0.9609264128744245,18,146
2220.0,0.9005132021382452,19,145
2225.0,0.8497342995360703,18,148
2230.0,0.16143139886443458,18,145
2235.0,1.2735179835599308,18,147
2240.0,0.0,19,144
2245.0,0.8974403064697982,18,147
2250.0,0.8439345621134833,19,144
2255.0,0.07877450820369858,19,146
2260.0,1.277895576517227,18,145
2265.0,1.1952809772763051,18,147
2270.0,0.23311790748983524,18,144
2275.0,0.07877450820369858,18,148
2280.0,0.957836208968689,18,144
2285.0,1.3522924917636292,18,147
2290.0,1.0279338800852071,18,144
2295.0,0.07609516987021825,17,147
2300.0,0.8003229648692639,17,145
2305.0,1.2735179835599308,18,147
