Wavenumber [cm^-1],Intensity [arb. units],Signal,Reference
2000.0,0.7242613567956294,22,148
2005.0,0.0,22,151
2010.0,0.0,23,150
2015.0,0.8340099625749995,22,152
2020.0,0.18974258305359554,23,149
2025.0,0.9001941415071487,23,152
2030.0,1.3640015414528948,23,149
2035.0,0.8340099625749995,23,152
2040.0,0.09367195835833529,23,149
2045.0,0.7823971931508114,22,152
2050.0,1.039656218840473,23,149
2055.0,0.8340099625749995,22,152
2060.0,0.8972041718736291,22,149
2065.0,0.8425897172129959,22,151
2070.0,0.8395869690923016,23,149
2075.0,0.7846608877932532,22,152
2080.0,0.9682275679680256,23,150
2085.0,0.7242613567956294,22,152
2090.0,0.0,23,149
2095.0,0.9686973650537414,22,151
2100.0,0.8340099625749995,22,149
2105.0,0.9032062441594899,22,151
2110.0,1.082120407672609,21,149
2115.0,0.9751974296275883,22,151
2120.0,2.019630559642892,22,150
2125.0,0.0,21,151
2130.0,0.09518510748513985,23,148
2135.0,1.039656218840473,22,152
2140.0,0.18671790040879874,22,149
2145.0,0.7764818578159451,22,151
2150.0,0.9686973650537414,23,149
2155.0,0.9001961535997689,22,152
2160.0,0.0,22,148
2165.0,0.8395869690923016,22,151
2170.0,0.9686973650537414,22,149
2175.0,1.3640015414528948,22,151
2180.0,0.09304594205046343,22,149
2185.0,1.835480098193152,22,152
2190.0,1.273069609216887,22,148
2195.0,1.8064124883189798,21,151
2200.0,1.0863728038912333,22,150
2205.0,1.0436210134877777,22,152
2210.0,0.09304594205046343,23,149
2215.0,0.0,22,151
2220.0,1.2688383080814079,22,149
2225.0,0.8365862940047953,22,151
2230.0,0.09455747557612763,23,149
2235.0,1.1757923660309442,22,152
2240.0,0.09582405547573732,23,150
2245.0,0.09582405547573732,22,151
2250.0,0.8365862940047953,22,149
2255.0,0.28556663852832825,22,152
2260.0,0.7262103969218764,22,149
2265.0,0.18671790040879874,20,150
2270.0,1.6169882577878414,22,149
2275.0,0.8365862940047953,21,151
2280.0,0.0,22,149
2285.0,0.09727724318594277,22,151
2290.0,2.019630559642892,22,149
2295.0,0.9001941415071487,21,150
2300.0,0.7764818578159451,22,149
